temperature,vibration,current,rpm,status
54.72011125631653,5.9005414349677485,3.470282358195607,1057.3447217019245,Warning
79.02272322533828,7.930763333781552,4.486559073996569,996.4520930367556,Fault
45.88895967714474,1.8396184185367297,2.13817236209041,1546.7509342252047,Healthy
43.843753920412496,1.2246704395026007,2.0635350903921816,1495.0074089013747,Healthy
57.23349318917241,6.467049606408836,2.922735258965599,1285.750826675534,Warning
44.661545927766745,2.019266438618447,1.9238197834787965,1543.0821003007882,Healthy
59.15509488530769,4.385308725114156,2.593113635876061,1442.3969133863243,Warning
41.430262711725625,1.2959061138224832,1.5526556352926282,1565.05927878247,Healthy
44.71577134152597,1.4006941756267834,1.869648396920016,1511.668580914073,Healthy
46.35714388974095,1.9341573292648093,2.0036740689215686,1506.757906948889,Healthy
66.41901758086978,3.2514130161732,2.8401643918213493,1279.4441018560806,Warning
60.07400424141321,6.793929573481275,2.5670844421533783,1495.2417531887222,Warning
59.65580479009957,5.195303678126007,3.293111165679639,1456.6839869689284,Warning
40.25637463875781,1.5225889244012598,2.057392764377146,1480.8695675118386,Healthy
68.93370228797215,6.844985885197099,4.897728595243011,1175.6366324927017,Fault
59.00923147564426,5.190247629292057,3.3127951969836684,1303.5980190419643,Warning
57.36651841253344,4.564335384121914,2.8091310530008355,1170.624053161644,Warning
39.65298829898638,1.8074964712366126,1.9442239976717728,1544.6531176029944,Healthy
41.50757257745288,1.5460210127735077,1.7760845367280804,1331.266556604197,Healthy
35.38650193822799,1.201651903439111,1.919932268017031,1409.452094463994,Healthy
48.49614148893033,1.5862416173631444,2.021254670540126,1406.6382319990123,Healthy
37.24988972544709,1.5965801544596625,2.052092441237219,1327.2679576807652,Healthy
43.18867801166139,1.4435100265819234,1.3661826436834636,1507.2129507713869,Healthy
63.628733479482925,5.0262225746281315,3.8008894456604576,1314.0966558790465,Warning
42.89637817478158,1.9319980103830592,2.207756272572131,1583.511124591458,Healthy
49.316514456097806,1.0867421674062894,1.6080745401750758,1407.3424058594476,Healthy
52.363196967105836,5.7621811361772854,2.888888651450613,1129.3790558246014,Warning
43.56756923725098,2.302875940736629,2.399019267507536,1791.3862466007329,Healthy
70.08369503974508,4.662316694683643,4.714169169875069,1003.6706028441413,Fault
38.93951600470096,1.7155254681501688,2.119794069236293,1515.7048567445345,Healthy
36.82173123587094,0.7951902331773859,1.6541076272780009,1494.621744918168,Healthy
62.9119216503102,6.179287413227669,2.7503522007304237,1172.2584350374464,Warning
38.37386967732123,3.0770818394610986,1.5535839962326843,1583.8489203736344,Healthy
46.65786506437122,2.030970579663518,1.753008630702573,1495.9237473864566,Healthy
81.56857761185664,7.681029735386596,3.5195153889862016,919.9712366224685,Fault
90.63273005128347,8.78798490443219,4.405089339112094,1201.4487051284577,Fault
43.09691250681928,1.5534436614997578,2.131886613017967,1542.8756438461614,Healthy
63.282641060553345,3.5306371619354,2.3159204003771676,1597.6391898346874,Warning
76.56384629373919,7.810262821955222,5.669155433793762,950.7317772321721,Fault
45.21663397344522,1.5632369262842463,1.7984634399839787,1483.6557101475487,Healthy
49.037409306568584,1.8543509441410473,1.9931816379830574,1294.9827898968977,Healthy
37.783848648535646,1.0687121637458232,1.5365542899213749,1466.5876559299188,Healthy
52.715250975823054,5.036757791113301,2.757915283333211,1300.8490358457059,Warning
44.69057718501963,2.602438864465646,1.75364829622503,1430.4057388329297,Healthy
43.21248395635611,1.9059440150722267,1.47468357832999,1509.0489781627875,Healthy
54.587370187669606,2.926106766769002,1.544026994832354,1471.2616638450825,Healthy
39.046464930182566,1.9893630021542044,2.16175608626647,1427.0916162256392,Healthy
46.96897679182942,4.804800895346111,2.4687927940702186,1270.584085895089,Warning
47.61930365396322,1.7434424674484659,1.2726814825930108,1353.295475460901,Healthy
35.56288709362985,1.1419286529272163,2.351074058496394,1790.5067169240406,Healthy
40.158755216059845,2.0049333305643056,2.3186092933216775,1401.3142921571762,Healthy
45.88668788030872,2.0608596446799714,1.6871531786309704,1486.6177035483959,Healthy
40.80913128012667,1.640167505994627,1.869650966887877,1444.4672781180984,Healthy
69.0890107247388,5.186515193202159,3.1758782041996017,1357.97330213668,Warning
72.22753573165723,9.069689671011954,4.422170721269208,1526.770295607507,Fault
64.7009258678955,4.084331348366279,2.4437942640082913,1528.6714429633298,Warning
44.400717016958055,0.7532484078154844,2.0782315444674544,1545.4420338214363,Healthy
74.2278015404004,8.974690967841735,4.541973438684995,1097.40918655536,Fault
40.74011310896557,1.8915375072614813,2.241447591897947,1243.3341559068704,Healthy
42.88256210686224,1.9775963938122598,1.688425625603613,1324.3278217521417,Healthy
50.63675107082092,0.8796831570503175,2.0591484041094565,1467.1474776877105,Healthy
36.735507446480256,1.599326296586474,2.1900133784096876,1558.2655241987707,Healthy
47.887059444888465,2.063452007357746,2.3231803578503376,1543.89931587383,Healthy
59.92400332525704,5.079854979031046,2.6512880883498617,1498.4375901892279,Warning
45.911751712088304,1.6856093654969044,2.151374128040196,1575.086898873126,Healthy
67.11542283797051,3.1135516932161114,2.9665234135508998,1174.1989211107775,Warning
72.57859903293705,5.765040573077235,2.6505347857106267,1197.94239503394,Warning
35.91719925309436,1.3973158335620515,1.8936028414653732,1615.5312036106695,Healthy
45.9609734398133,5.365240074836311,3.036016786616289,1412.083542805904,Warning
31.683808615976286,1.4453379448853367,1.9772718968380065,1341.8405600546057,Healthy
43.84178306350329,2.3079503915060426,1.6287169015434617,1581.376368996621,Healthy
43.16439010068584,1.9406405356192176,1.8811029717845178,1413.6654735260618,Healthy
41.237387337738205,2.030036318612097,2.0999472740730885,1394.146391802159,Healthy
49.407277738294866,1.3538470627124615,1.553324994812904,1520.2306191831194,Healthy
42.057130277803296,2.5973763542621935,2.057038194769958,1584.1820066890061,Healthy
53.63826550173042,1.6769029866803735,1.198943312380046,1660.4254361517142,Healthy
62.755163110401234,6.571460821832632,2.198870229470537,1162.2529178840791,Warning
38.02931854987288,2.063781963610196,1.9572563528438314,1527.6274179328555,Healthy
30.449482816836777,1.8326121512342295,1.6584671899084993,1545.938577171661,Healthy
42.69120716029341,2.2560798512255125,1.8687634122345205,1553.0064705601467,Healthy
41.10194293084271,1.9180656579941744,2.046158542625226,1460.6258827775428,Healthy
60.139128456592346,4.858949399206244,3.4147595210120363,1051.0409443418766,Warning
51.62470221790026,2.199660656182034,2.6608677799224116,1462.415084959161,Warning
79.58232065553482,10.460591494079427,5.562148905814153,1137.555171749295,Fault
41.50957764564937,2.6121515337416383,1.8276379975302328,1416.2601776172537,Healthy
34.59731743717492,1.2671196877598088,1.6925949935776714,1580.3585019378602,Healthy
66.94254787698368,9.207089442867854,3.6675648486739725,1235.4454759233763,Fault
63.35275339321976,10.170934584823272,4.015999429753015,1053.8979570927602,Fault
72.76573378649955,9.270202793250851,4.348604527250876,1209.1591604108467,Fault
48.603308277640835,1.5943283094813725,1.3569426549462804,1606.7222416571983,Healthy
69.80214711204164,5.460052535818964,2.9344312348983275,1402.3163841069443,Warning
52.38490264526877,1.8416286810796674,1.8480571779951227,1607.6240157466386,Healthy
43.665351863091274,1.7844822912276863,1.894172463437266,1416.6631194050594,Healthy
31.635082820043543,1.1295695322062353,1.6623974145182001,1470.680841335124,Healthy
47.52996684953649,1.2227453301950237,1.904312535735287,1459.2921763649674,Healthy
63.29727954590767,5.7430053403704715,2.830370758057992,1509.5777299101537,Warning
42.03169531181134,3.3586042359574995,1.8669239227875827,1643.3214506606173,Healthy
82.64621676263837,8.397790250093156,4.363673935068636,1009.6931685894244,Fault
37.74231405407116,2.1993511417880574,2.125586101333773,1536.653140723723,Healthy
44.26982789654348,1.6147961666721524,2.0806641376395447,1316.8593915784877,Healthy
32.04594002438001,0.902963501863677,2.209158668944173,1589.5184981971686,Healthy
51.48247580771372,1.4425653945900185,2.7282522460336827,1713.0622518371104,Warning
58.082993997653574,5.558096251400367,2.2195208235027786,1305.4014955953546,Warning
61.39729543725266,5.9489673460280965,3.172322613118026,1450.2489027161996,Warning
46.48907704205274,2.777362168574395,1.5089551441045763,1411.230434428544,Healthy
76.46924810643952,11.026878505719802,4.145971430486253,1411.908203728728,Fault
